OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
1,2016,NonResidential,Hotel,Mayflower park hotel,405 Olive way,Seattle,WA,98101,0659000030,7,DOWNTOWN,47.6122,-122.33799,1927,1,12,"88,434",0,"88,434",Hotel,Hotel,"88,434",,,,,,60,81.69999695,84.30000305,182.5,189,"7,226,362.5","7,456,910","2,003,882","1,156,514.25","3,946,027","12,764.5293","1,276,453",false,,Compliant,,249.98,2.83
2,2016,NonResidential,Hotel,Paramount Hotel,724 Pine street,Seattle,WA,98101,0659000220,7,DOWNTOWN,47.61317,-122.33393,1996,1,11,"103,566","15,064","88,502","Hotel, Parking, Restaurant",Hotel,"83,880",Parking,"15,064",Restaurant,"4,622",,61,94.80000305,97.90000153,176.1000061,179.3999939,"8,387,933","8,664,479",0,"950,425.1875","3,242,851","51,450.81641","5,145,082",false,,Compliant,,295.86,2.86
3,2016,NonResidential,Hotel,5673-The Westin Seattle,1900 5th Avenue,Seattle,WA,98101,0659000475,7,DOWNTOWN,47.61393,-122.3381,1969,1,41,"956,110","196,718","759,392",Hotel,Hotel,"756,493",,,,,,43,96,97.69999695,241.8999939,244.1000061,"72,587,024","73,937,112","21,566,554","14,515,435","49,526,664","14,938","1,493,800",false,,Compliant,,2089.28,2.19
5,2016,NonResidential,Hotel,HOTEL MAX,620 STEWART ST,Seattle,WA,98101,0659000640,7,DOWNTOWN,47.61412,-122.33664,1926,1,10,"61,320",0,"61,320",Hotel,Hotel,"61,320",,,,,,56,110.8000031,113.3000031,216.1999969,224,"6,794,584","6,946,800.5","2,214,446.25","811,525.3125","2,768,924","18,112.13086","1,811,213",false,,Compliant,,286.43,4.67
8,2016,NonResidential,Hotel,WARWICK SEATTLE HOTEL (ID8),401 LENORA ST,Seattle,WA,98121,0659000970,7,DOWNTOWN,47.61375,-122.34047,1980,1,18,"175,580","62,000","113,580","Hotel, Parking, Swimming Pool",Hotel,"123,445",Parking,"68,009",Swimming Pool,0,,75,114.8000031,118.6999969,211.3999939,215.6000061,"14,172,606","14,656,503",0,"1,573,448.625","5,368,607","88,039.98438","8,803,998",false,,Compliant,,505.01,2.88
9,2016,Nonresidential COS,Other,West Precinct,810 Virginia St,Seattle,WA,98101,0660000560,7,DOWNTOWN,47.61623,-122.33657,1999,1,2,"97,288","37,198","60,090",Police Station,Police Station,"88,830",,,,,,,136.1000061,141.6000061,316.2999878,320.5,"12,086,616","12,581,712",0,"2,160,443.75","7,371,434","47,151.81641","4,715,182",false,,Compliant,,301.81,3.1
10,2016,NonResidential,Hotel,Camlin,1619 9th Avenue,Seattle,WA,98101,0660000825,7,DOWNTOWN,47.6139,-122.33283,1926,1,11,"83,008",0,"83,008",Hotel,Hotel,"81,352",,,,,,27,70.80000305,74.5,146.6000061,154.6999969,"5,758,795","6,062,767.5",0,"823,919.875","2,811,215","29,475.80078","2,947,580",false,,Compliant,,176.14,2.12
11,2016,NonResidential,Other,Paramount Theatre,911 Pine St,Seattle,WA,98101,0660000955,7,DOWNTOWN,47.61327,-122.33136,1926,1,8,"102,761",0,"102,761",Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,"102,761",,,,,,,61.29999924,68.80000305,141.6999969,152.3000031,"6,298,131.5","7,067,881.5","2,276,286.5","1,065,842.75","3,636,655","3,851.890137","385,189",false,,Compliant,,221.51,2.16
12,2016,NonResidential,Hotel,311wh-Pioneer Square,612 2nd Ave,Seattle,WA,98104,0939000080,7,DOWNTOWN,47.60294,-122.33263,1904,1,15,"163,984",0,"163,984",Hotel,Hotel,"163,984",,,,,,43,83.69999695,86.59999847,180.8999939,187.1999969,"13,723,820","14,194,054",0,"2,138,897.75","7,297,919","64,259","6,425,900",false,,Compliant,,392.16,2.39
13,2016,Multifamily MR (5-9),Mid-Rise Multifamily,Lyon Building,607 - 3rd Ave.,Seattle,WA,98104,0939000105,7,DOWNTOWN,47.60284,-122.33184,1910,1,6,"63,712","1,496","62,216",Multifamily Housing,Multifamily Housing,"56,132",,,,,,1,81.5,85.59999847,182.6999969,187.3999939,"4,573,777","4,807,679.5","1,039,735.188","742,091.1875","2,532,015","10,020.25977","1,002,026",false,,Compliant,,151.12,2.37
15,2016,NonResidential,Hotel,Hotel Monaco Seattle,1101 4th Avenue,Seattle,WA,98101,0942000145,7,DOWNTOWN,47.60695,-122.33414,1969,1,11,"153,163","19,279","133,884",Hotel,Hotel,"133,884",,,,,,30,119.5999985,124.3000031,228.1999969,233,"16,016,644","16,646,930","5,237,165.5","1,813,489.875","6,187,627","45,918.5","4,591,850",false,,Compliant,,691.26,4.51
16,2016,NonResidential,Hotel,5679-W Seattle,1112 Fourth Avenue,Seattle,WA,98101,0942000165,7,DOWNTOWN,47.60713,-122.33323,1998,1,25,"333,176","61,161","272,015",Hotel,Hotel,"336,640",,,,,,36,80,80.40000153,199,199.3999939,"26,941,110","27,070,114","5,999,360.5","5,299,838.5","18,083,049","28,586.99805","2,858,700",false,,Compliant,,740.97,2.22
17,2016,NonResidential,Hotel,Executive Pacific Plaza,400 Spring Street,Seattle,WA,98104,0942000210,7,DOWNTOWN,47.60699,-122.33346,1928,1,9,"65,009",0,"65,009",Hotel,Hotel,"65,009",,,,,,48,101.5,97.80000305,153.6000061,149.8000031,"6,596,057.5","6,358,719.5","1,656,352.5","393,610.6875","1,343,000","35,967.05078","3,596,705",false,,Compliant,,328.23,5.05
18,2016,NonResidential,Hotel,Crowne Plaza Hotel Seattle,1113 6th Ave,Seattle,WA,98101,0942000235,7,DOWNTOWN,47.60809,-122.33212,1980,1,33,"315,952","57,600","258,352","Hotel, Parking",Hotel,"295,511",Parking,"57,600",,,,58,75.5,76.19999695,179.8999939,180.6999969,"22,325,364","22,524,948","4,337,738.5","4,075,083","13,904,183","40,834.39844","4,083,440",false,,Compliant,,648.62,2.05
19,2016,NonResidential,Hotel,Hotel Vintage Seattle,1100 5th Avenue,Seattle,WA,98101,0942000265,7,DOWNTOWN,47.60755,-122.33244,1922,1,11,"92,190","25,200","66,990","Hotel, Parking",Hotel,"67,390",Parking,"25,200",,,,35,159.5,165.8999939,297.3999939,303.8999939,"10,750,010","11,179,203","4,870,847.5","1,123,203.125","3,832,369","20,467.93359","2,046,793",false,,Compliant,,511.39,5.55
21,2016,Nonresidential COS,Other,The Seattle Public Library - Central Library,1000 Fourth Avenue,Seattle,WA,98154,0942000275,7,DOWNTOWN,47.60649,-122.33297,2004,1,11,"412,000","57,000","355,000","Data Center, Library, Parking",Library,"364,913",Parking,"49,000",Data Center,"1,074",,,50.79999924,51.09999847,155.6000061,156,"18,588,860","18,706,912","737,559.5","5,231,916","17,851,297",0,0,false,,Compliant,,181.38,0.44
22,2016,NonResidential,Other,Downtown Seattle YMCA,909 4th Avenue,Seattle,WA,98104,0942000350,7,DOWNTOWN,47.60546,-122.33279,1930,1,6,"103,911",0,"103,911","Fitness Center/Health Club/Gym, Office, Swimming Pool",Fitness Center/Health Club/Gym,"90,000",Office,"40,000",Swimming Pool,0,,,76.59999847,78.40000153,157.3999939,159.6000061,"9,956,396","10,192,124","4,592,347.5","1,305,354.125","4,453,868","9,101.799805","910,180",false,,Compliant,,433.86,4.18
23,2016,NonResidential,Hotel,Renaissance Seattle Hotel,515 Madison Street,Seattle,WA,98104,0942000430,7,DOWNTOWN,47.60681,-122.33078,1983,1,28,"416,281","85,000","331,281","Hotel, Parking",Hotel,"348,329",Parking,"85,000",,,,31,96.30000305,98.59999847,228.5,232.8000031,"33,556,756","34,351,920",0,"6,220,773","21,225,277","123,314.75","12,331,475",false,,Compliant,,802.89,1.93
24,2016,NonResidential,Mixed Use Property,The Rainier Club,820 4th Ave.,Seattle,WA,98104,0942000510,7,DOWNTOWN,47.60515,-122.33159,1907,1,5,"57,452",0,"57,452","Office, Other, Other - Lodging/Residential, Restaurant, Social/Meeting Hall",Social/Meeting Hall,"16,442",Restaurant,"15,505",Office,"9,741",,,132.3999939,137.1000061,280.7000122,285,"7,606,084.5","7,877,219","1,776,201.875","1,103,397.125","3,764,791","20,650.91211","2,065,091",false,,Compliant,,273.02,4.75
25,2016,NonResidential,Hotel,Arctic Club Seattle,700 3rd Ave,Seattle,WA,98104,0942000610,7,DOWNTOWN,47.60376,-122.33194,1916,1,10,"104,352",0,"104,352",Hotel,Hotel,"104,352",,,,,,39,97.30000305,97.30000305,225.5,225.5,"10,154,608","10,154,608","3,430,862","1,731,644.125","5,908,370","8,153.759766","815,376",false,,Compliant,,349.32,3.35
26,2016,NonResidential,Other,King County Courthouse,516 3RD AVE,Seattle,WA,98104,0942000860,7,DOWNTOWN,47.60265,-122.33051,1916,1,10,"540,360",0,"540,360",Courthouse,Courthouse,"537,150",,,,,,76,83.69999695,87.5,182.6999969,186.6999969,"44,984,468","47,023,088",0,"7,138,872.5","24,357,833","206,266.3125","20,626,631",false,,Compliant,,1265.29,2.34
27,2016,NonResidential,Other,King County Correctional Facility,500 5TH AVE,Seattle,WA,98104,0942001010,3,DOWNTOWN,47.60378,-122.32842,1985,1,19,"385,274",0,"385,274",Other,Other,"385,274",,,,,,,124.1999969,128.6000061,229.5,232.8999939,"47,859,812","49,539,212",0,"5,351,014.5","18,257,661","296,021.5","29,602,150",false,,Compliant,,1699.45,4.41
28,2016,SPS-District K-12,K-12 School,Graham Hill Elementary,5149 S. Graham St.,Seattle,WA,98118,1102000138,2,SOUTHEAST,47.54576,-122.26853,1961,1,2,"56,228",0,"56,228",K-12 School,K-12 School,"58,916",,,,,,95,26.10000038,29.10000038,60.70000076,64.59999847,"1,539,478.5","1,713,623.5",0,"274,605.9063","936,955","6,025.229004","602,523",true,,Error - Correct Default Data,,38.53,0.69
29,2016,NonResidential,Hotel,WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,Seattle,WA,98105,1142000755,4,NORTHEAST,47.65959,-122.31755,2001,1,6,"88,592","30,586","58,006","Hotel, Parking",Hotel,"58,006",Parking,"30,586",,,,84,63.20000076,63.29999924,148,148.5,"3,663,534.5","3,673,186.75",0,"664,194.375","2,266,231","13,973.03027","1,397,303",false,,Compliant,,90.01,1.02
30,2016,NonResidential,University,Main Campus Center,1000 Lenora St.,Seattle,WA,98121,0660001420,7,DOWNTOWN,47.61816,-122.33629,1928,1,7,"126,593",0,"126,593",College/University,College/University,"125,000",,,,,,,90.69999695,97.5,173,180,"11,343,686","12,183,313",0,"1,362,096.75","4,647,474","66,962.10938","6,696,211",false,,Compliant,,388.04,3.07
31,2016,NonResidential,Other,Seattle Honda,1015 & 1017 Olive Way,Seattle,WA,98101,0660001725,7,DOWNTOWN,47.615,-122.33081,1930,1,2,"67,224",0,"67,224",Automobile Dealership,Automobile Dealership,"67,224",,,,,,,19.5,19.5,61.20000076,61.20000076,"1,310,236.625","1,310,236.625",0,"384,008.3125","1,310,236",0,0,false,,Compliant,,9.13,0.14
32,2016,NonResidential,Hotel,Homewood Suites,1011 Pike ST,Seattle,WA,98101,0660001832,7,EAST,47.61301,-122.32929,1991,1,8,"158,676","30,301","128,375","Hotel, Parking, Retail Store, Swimming Pool",Hotel,"112,676",Parking,"42,000",Retail Store,"4,500",,,45.5,46.29999924,58,58.79999924,"5,328,051.5","5,424,942",0,"167,733.5","572,307","47,557.44922","4,755,745",false,,Compliant,,256.57,1.62
33,2016,NonResidential,Hotel,Marriott Springhill Suites (33),1800 Yale Ave,Seattle,WA,98101,0660002680,7,DOWNTOWN,47.61784,-122.32966,2001,1,10,"171,866","38,281","133,585",Hotel,Hotel,"128,909",,,,,,57,85.80000305,86.69999695,181.1000061,180.6000061,"11,061,916","11,171,407",0,"1,644,403.75","5,610,706","54,512.09766","5,451,210",false,,Compliant,,328.63,1.91
34,2016,SPS-District K-12,K-12 School,Meany Building,301/300 21st Ave. E.,Seattle,WA,98112,0688000090,3,Central,47.62266,-122.30547,1955,1,1,"126,351",0,"126,351",K-12 School,K-12 School,"126,351",,,,,,,0,0,0,0,0,0,0,0,0,0,0,false,,Missing Data,,0,0
35,2016,NonResidential,Hotel,Hotel Five,2200 5th ave,Seattle,WA,98121,0697000170,7,DOWNTOWN,47.61558,-122.34186,1978,1,5,"68,410","16,200","52,210",Hotel,Hotel,"47,994",,,,,,57,92.90000153,95,199.6999969,206.3000031,"4,456,714.5","4,557,974",0,"687,675.625","2,346,349","21,103.65039","2,110,365",false,,Compliant,,128.44,1.88
36,2016,SPS-District K-12,K-12 School,Jane Addams Middle,11051 34th Ave. N.E.,Seattle,WA,98125,0752000170,5,NORTH,47.70994,-122.29301,1949,1,2,"160,645",0,"160,645",K-12 School,K-12 School,"164,229",,,,,,75,41.29999924,47.5,68.09999847,75.69999695,"6,779,173","7,800,349.5",0,"570,809.1875","1,947,601","48,315.71875","4,831,572",true,,Error - Correct Default Data,,270.18,1.68
37,2016,SPS-District K-12,K-12 School,John Hay Elementary,201 Garfield St.,Seattle,WA,98109,0809000005,7,MAGNOLIA / QUEEN ANNE,47.6329,-122.35172,1989,1,2,"51,582",0,"51,582",K-12 School,K-12 School,"55,166",,,,,,,0,0,0,0,0,0,0,"438,691.6875","1,496,816",0,0,false,,Missing Data,,10.43,0.2
38,2016,NonResidential,Small- and Mid-Sized Office,Good Shepherd Center,4649 Sunnyside Ave. N.,Seattle,WA,98070,0825049008,4,LAKE UNION,47.6641,-122.33118,1906,1,3,"87,262",0,"87,262","K-12 School, Multifamily Housing, Office, Other - Entertainment/Public Assembly",Office,"40,943",K-12 School,"18,153",Other - Entertainment/Public Assembly,"4,307",,,61.5,69.80000305,106.5,115.9000015,"4,145,920.5","4,703,690",0,"396,495.6875","1,352,843","27,930.77148","2,793,077",false,,Compliant,,157.77,1.81
40,2016,NonResidential,Hotel,Silver Cloud University,5036 25th Ave NE,Seattle,WA,98105,0925049117,4,NORTHEAST,47.66583,-122.29965,1994,1,4,"81,871",0,"81,871",Hotel,Hotel,"81,871",,,,,,29,81.5,82.19999695,162.5,164.8999939,"6,668,568.5","6,731,281.5",0,"884,056","3,016,399","36,521.69141","3,652,169",false,,Compliant,,215,2.63
41,2016,NonResidential,Self-Storage Facility,08781-University Village,2746 Ne 45th St Suite 100,Seattle,WA,98105,0925049330,4,NORTHEAST,47.66172,-122.29598,1955,1,2,"110,356",0,"110,356",Self-Storage Facility,Self-Storage Facility,"26,225",,,,,,,12.10000038,12.39999962,35.20000076,35.5,"318,364.8125","326,223.0938",0,"82,434","281,265",371,"37,100",false,,Compliant,,3.93,0.04
43,2016,Campus,Mixed Use Property,Plant 2 Site,7755 E MARGINAL WAY S,Seattle,WA,98108,0022000005,2,GREATER DUWAMISH,47.53493,-122.31788,1992,1,3,"494,835",0,"494,835","Energy/Power Station, Laboratory, Manufacturing/Industrial Plant, Non-Refrigerated Warehouse, Office",Office,"757,027",Laboratory,"639,931",Non-Refrigerated Warehouse,"459,748",,8,221.6999969,233.1000061,388.2000122,400.2999878,"448,385,312","471,613,856",0,"44,102,076","150,476,283","2,979,090","297,909,000",false,,Compliant,,16870.98,34.09
46,2016,NonResidential,Warehouse,Seattle 11-13,3301 S NORFOLK ST,Seattle,WA,98118,0323049024,2,GREATER DUWAMISH,47.51138,-122.28875,1961,3,2,"714,095",0,"714,095","Non-Refrigerated Warehouse, Office, Refrigerated Warehouse",Non-Refrigerated Warehouse,"616,000",Refrigerated Warehouse,"276,000",Office,"71,000",,,46.40000153,45.79999924,145.8999939,143.8000031,"44,731,160","44,110,016",0,"13,109,951","44,731,153",0,0,false,,Compliant,,311.84,0.44
50,2016,SPS-District K-12,K-12 School,Lawton Elementary,4000 27th Ave. W.,Seattle,WA,98199,0369000400,7,MAGNOLIA / QUEEN ANNE,47.65671,-122.39047,1990,1,2,"54,986",0,"54,986",K-12 School,K-12 School,"54,986",,,,,"2,016",97,30,32.79999924,77.80000305,83.19999695,"1,650,279.25","1,802,471.375",0,"356,855","1,217,589","4,326.897461","432,690",false,,Compliant,,31.47,0.57
51,2016,SPS-District K-12,K-12 School,Eckstein Middle,3003 N.E. 75th St.,Seattle,WA,98115,0425049022,4,NORTHEAST,47.68252,-122.29498,1950,1,2,"175,565",0,"175,565",K-12 School,K-12 School,"182,861",,,,,,88,35,40.09999847,55,60.40000153,"6,399,127.5","7,329,817.5",0,"468,840.5","1,599,684","47,994.43359","4,799,443",true,,Error - Correct Default Data,,266.05,1.52
52,2016,NonResidential,Small- and Mid-Sized Office,SBC52,5305 Shilshole Ave NW,Seattle,WA,98107,0467000429,6,BALLARD,47.66587,-122.38476,1961,1,2,"94,900",0,"94,900","Non-Refrigerated Warehouse, Office",Office,"55,586",Non-Refrigerated Warehouse,"39,314",,,,57,65.19999695,68.90000153,163,165.8999939,"6,186,461.5","6,536,359.5",0,"1,257,791.75","4,291,585","18,948.75977","1,894,876",false,,Compliant,,130.56,1.38
53,2016,NonResidential,Small- and Mid-Sized Office,El Centro de la Raza,2524 16th Ave S,Seattle,WA,98144,0570000340,2,GREATER DUWAMISH,47.58034,-122.31132,1900,1,2,"52,554",0,"52,554","Office, Other - Education",Office,"51,029",Other - Education,"7,849",,,,83,50.09999847,53.5,108.6999969,112.3000031,"2,951,331.25","3,150,635.5",0,"462,998","1,579,749","13,715.82031","1,371,582",false,,Compliant,,83.86,1.6
54,2016,NonResidential,K-12 School,Blanchet High School,8200 Wallingford Ave. N,Seattle,WA,98103,0625049002,6,NORTHWEST,47.68891,-122.33553,1954,1,3,"175,015",0,"175,015",K-12 School,K-12 School,"175,015",,,,,,95,40,45.09999847,74,80.40000153,"6,994,740.5","7,886,505.5",0,"785,386.6875","2,679,739","43,150.00781","4,315,001",false,,Compliant,,247.85,1.42
55,2016,NonResidential,Self-Storage Facility,Vine Street,11 Vine Street,Seattle,WA,98121,0653000225,7,DOWNTOWN,47.61351,-122.35129,1911,1,3,"70,586",0,"70,586","Office, Self-Storage Facility, Vocational School",Self-Storage Facility,"38,439",Vocational School,"28,197",Office,"3,859",,,30.60000038,33.09999847,76.59999847,79.19999695,"2,158,629","2,331,573.25",0,"439,691.9063","1,500,229","6,584","658,400",false,,Compliant,,45.43,0.64
56,2016,NonResidential,Hotel,Seattle Hilton Hotel,1301 Sixth Ave,Seattle,WA,98101,1975700040,7,DOWNTOWN,47.60946,-122.33337,1969,1,24,"332,210","205,970","126,240",Hotel,Hotel,"348,630",,,,,,67,46.40000153,46.40000153,121.8000031,121.8000031,"16,163,194","16,163,194",0,"3,576,906.75","12,204,406","39,587.86719","3,958,787",false,,Compliant,,295.33,0.89
57,2016,NonResidential,Large Office,5th and Pine,413 Pine Street,Seattle,WA,98101,1975700200,7,DOWNTOWN,47.6113,-122.33659,1973,1,5,"168,115",0,"168,115","Data Center, Office, Retail Store",Office,"103,362",Retail Store,"65,676",Data Center,493,"2,016",78,56.29999924,56.29999924,176.6000061,176.6000061,"9,536,161","9,536,161",0,"2,794,888.75","9,536,160",0,0,false,,Compliant,,66.48,0.4
58,2016,NonResidential,Other,1525 4th Avenue,1525 4th Ave,Seattle,WA,98101,1975700365,7,DOWNTOWN,47.61076,-122.33765,1920,1,2,"57,428",0,"57,428","Other - Mall, Personal Services (Health/Beauty, Dry Cleaning, etc)",Other - Mall,"51,747","Personal Services (Health/Beauty, Dry Cleaning, etc)","5,681",,,,,21.70000076,21.60000038,48.79999924,48.40000153,"1,247,362","1,239,429.75",0,"209,536.5938","714,939","5,324.230469","532,423",false,,Compliant,,33.26,0.58
59,2016,NonResidential,Small- and Mid-Sized Office,Gibraltar Tower,1520 3rd Ave,Seattle,WA,98101,1975700380,7,DOWNTOWN,47.61048,-122.33794,1910,1,8,"59,400",0,"59,400","Office, Retail Store",Office,"34,947",Retail Store,"4,993",,,,14,85.40000153,88.30000305,398.7000122,412.2000122,"5,071,974","5,242,479.5",0,"1,486,510.375","5,071,973",0,0,false,,Compliant,,35.36,0.6
60,2016,NonResidential,Mixed Use Property,Mann Building,1401 3rd Avenue,Seattle,WA,98101,1975700525,7,DOWNTOWN,47.60886,-122.33744,1926,1,2,"52,549",0,"52,549","Office, Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,"23,500",Restaurant,"23,500",Office,"5,459",,,286.3999939,299,485.2999878,495.5,"15,026,196","15,683,742",0,"1,357,696.125","4,632,459","103,937.3672","10,393,737",false,,Compliant,,584.31,11.12
62,2016,NonResidential,Hotel,Roosevelt Hotel,1531 7th Ave,Seattle,WA,98101,1976700010,7,DOWNTOWN,47.61233,-122.33432,1930,1,20,"98,634","10,043","88,591","Hotel, Parking, Restaurant",Hotel,"83,591",Parking,"10,043",Restaurant,"5,000",,71,54.59999847,57.29999924,158.6000061,167,"4,841,347.5","5,078,816",0,"1,257,344.25","4,290,059","5,512.879883","551,288",false,,Compliant,,59.19,0.6
63,2016,NonResidential,Hotel,Sheraton Seattle Hotel,1400 6th Avenue,Seattle,WA,98101,1976700095,7,DOWNTOWN,47.61087,-122.33339,1982,1,34,"994,212","146,694","847,518","Hotel, Parking, Swimming Pool",Hotel,"994,212",Parking,"117,668",Swimming Pool,0,,63,80.90000153,82.80000305,182.5,184.5,"80,469,216","82,318,072","11,598,686","13,348,631","45,545,529","233,249.9219","23,324,992",false,,Compliant,,2451.58,2.47
65,2016,NonResidential,Hotel,Inn at the Market,86 Pine St,Seattle,WA,98101,1977200050,7,DOWNTOWN,47.60997,-122.34138,1985,1,7,"71,150",0,"71,150","Hotel, Parking, Restaurant, Retail Store",Hotel,"41,340",Parking,"13,730",Retail Store,"9,604",,98,93.09999847,93.09999847,215.8999939,215.8999939,"5,348,309","5,348,309",0,"950,732.8125","3,243,900","21,044.08008","2,104,408",false,,Compliant,,134.38,1.89
66,2016,NonResidential,Hotel,Moore Hotel INC,1926 2nd Ave,Seattle,WA,98101,1977201035,7,DOWNTOWN,47.61155,-122.34114,1908,1,7,"122,810",0,"122,810","Hotel, Other - Entertainment/Public Assembly, Retail Store",Hotel,"88,360",Other - Entertainment/Public Assembly,"26,450",Retail Store,"8,000",,99,44,49.59999847,68.19999695,74.09999847,"5,401,277.5","6,088,417.5",0,"379,121.0938","1,293,561","41,077.16016","4,107,716",false,,Compliant,,227.18,1.85
67,2016,NonResidential,Hotel,QUALITY INN,618 JOHN ST,Seattle,WA,98109,1991200730,7,LAKE UNION,47.61986,-122.34413,1959,1,5,"113,173","42,546","70,627","Hotel, Parking",Hotel,"70,627",Parking,"42,546",,,,86,74.80000305,76.90000153,165.6999969,172.1000061,"5,284,343.5","5,428,403.5",0,"863,036.3125","2,944,680","23,396.62891","2,339,663",false,,Compliant,,144.79,1.28
68,2016,NonResidential,Hotel,Rainier Hospitality,211 Dexter Ave N,Seattle,WA,98109,1991200935,7,LAKE UNION,47.62001,-122.34274,2000,1,7,"150,453","34,735","115,718",Hotel,Hotel,"107,547",Restaurant,"3,000",,,"2,014",84,60.70000076,61.79999924,128,129.8000031,"6,715,187","6,835,263.5",0,"995,342.5","3,396,109","33,190.77734","3,319,078",false,,Compliant,,199.95,1.33
69,2016,NonResidential,Hotel,Sequim Lodging Corp,226 Aurora Ave N,Seattle,WA,98109,1991200940,7,LAKE UNION,47.62025,-122.34314,1997,1,6,"116,300","28,200","88,100",Hotel,Hotel,"88,490",Parking,"28,300",,,,80,65.90000153,67.09999847,144.5,147.1000061,"5,827,595.5","5,941,927",0,"934,483.3125","3,188,457","26,391.38086","2,639,138",false,,Compliant,,162.39,1.4
70,2016,NonResidential,Hotel,Homewood Suites by Hilton Seattle Downtonw,206 Western Ave West,Seattle,WA,98119,1992200235,7,MAGNOLIA / QUEEN ANNE,47.62023,-122.35951,1998,1,6,"155,602","36,744","118,858",Hotel,Hotel,"155,602",,,,,,81,43.90000153,44,107.4000015,107.5999985,"6,836,900","6,849,826.5",0,"1,336,148.125","4,558,937","22,779.61914","2,277,962",false,,Compliant,,152.76,0.98
73,2016,NonResidential,K-12 School,Seattle Hebrew Academy,1617 Interlaken Drive East,Seattle,WA,98136,2125049015,3,EAST,47.63442,-122.30793,1911,1,3,"56,072",0,"56,072",K-12 School,K-12 School,"56,072",,,,,,76,57.70000076,67.80000305,81.09999847,92.69999695,"3,234,787.75","3,800,842.5",0,"161,743.0938","551,867","26,829.20117","2,682,920",false,,Compliant,,146.34,2.61
77,2016,NonResidential,Hotel,Comfort Suites Seattle Center,601 Roy St,Seattle,WA,98109,2249000170,7,MAGNOLIA / QUEEN ANNE,47.62519,-122.34456,1999,1,4,"122,942","44,891","78,051","Hotel, Parking",Hotel,"78,051",Parking,"44,891",,,,94,68.40000153,69,136.6999969,138.6999969,"5,337,334","5,387,530",0,"710,354.5","2,423,730","29,136.03906","2,913,604",false,,Compliant,,171.64,1.4
82,2016,NonResidential,Small- and Mid-Sized Office,Dept of Social & Health Services,1700 E. Cherry St,Seattle,WA,98122,2254501944,3,CENTRAL,47.60823,-122.30956,1962,1,2,"54,984",0,"54,984",Office,Office,"54,984",,,,,,71,61.40000153,66,139.6000061,144.5,"3,375,211","3,630,147.25",0,"579,786","1,978,230","13,969.80957","1,396,981",false,,Compliant,,87.98,1.6
84,2016,NonResidential,Senior Care Community,PSSA - The Mount,4831 35th Ave SW,Seattle,WA,98126,2324039001,1,SOUTHWEST,47.55837,-122.37751,1922,1,5,"217,603",0,"217,603","Parking, Senior Care Community",Senior Care Community,"296,313",Parking,0,,,,54,144.3999939,153.6999969,235,244.8000031,"42,792,072","45,547,252",0,"3,465,642.5","11,824,772","309,673","30,967,300",false,,Compliant,,1727.11,7.94
85,2016,NonResidential,Senior Care Community,Foss Home and Village,13023 Greenwood Ave. N,Seattle,WA,98133,2426039059,5,NORTHWEST,47.72426,-122.35599,1970,1,2,"93,397",0,"93,397",Senior Care Community,Senior Care Community,"93,397",,,,,,1,175.6000061,181.6000061,311.5,320,"16,402,563","16,959,754",0,"1,664,565.75","5,679,498","107,230.6406","10,723,064",false,,Compliant,,609.1,6.52
86,2016,NonResidential,Hotel,SCCA - ALLIANCE HOUSE,207 Pontius Ave N,Seattle,WA,98109,2467400430,7,LAKE UNION,47.61988,-122.33211,2008,1,6,"84,103","20,732","63,371","Hotel, Parking",Hotel,"63,371",Parking,"20,732",,,,74,58.5,59.79999924,154.1999969,156.6999969,"3,706,100.25","3,787,499",0,"824,351.625","2,812,688","8,934.120117","893,412",false,,Compliant,,67.06,0.8
87,2016,SPS-District K-12,K-12 School,Arbor Heights Elementary,3701 S.W. 104th St.,Seattle,WA,98146,2518400005,1,SOUTHWEST,47.5097,-122.37759,1948,1,2,"53,352",0,"53,352",K-12 School,K-12 School,"65,568",,,,,,,0,0,0,0,0,0,0,"176,088.0938","600,813",0,0,false,,Missing Data,,4.19,0.08
